task_id,task_type,complexity,assigned_to,duration_minutes,resolved,user_feedback,previous_attempts,urgency,automation_possible,efficiency_index,urgency_encoded,complexity_score
358,Customer Support,2,AI,29,Yes,1,3,Medium,No,0.034,2,1.745
359,Technical,4,Human,33,No,5,0,High,No,0.152,3,2.0650000000000004
360,Billing,3,Human,44,Yes,4,1,Low,No,0.091,1,1.7200000000000002
361,Technical,4,AI,18,Yes,2,1,Medium,No,0.111,2,2.0900000000000003
362,Billing,5,Human,49,No,4,0,High,No,0.082,3,2.545
363,Technical,4,Human,48,Yes,4,3,High,No,0.083,3,2.74
364,Billing,4,Human,28,Yes,3,3,High,No,0.107,3,2.6399999999999997
365,Customer Support,5,Human,20,Yes,1,0,Low,No,0.05,1,2.2
366,Billing,1,AI,47,Yes,4,1,High,No,0.085,3,1.135
367,Customer Support,1,AI,46,Yes,4,1,Low,No,0.087,1,0.93
368,HR,4,AI,58,Yes,4,2,Low,No,0.069,1,2.39
369,Customer Support,5,AI,44,Yes,4,0,High,No,0.091,3,2.5199999999999996
370,HR,5,AI,8,Yes,1,1,Medium,No,0.125,2,2.4400000000000004
371,Billing,3,Human,53,No,1,1,Medium,No,0.019,2,1.865
372,Billing,2,AI,52,Yes,2,3,Medium,No,0.038,2,1.86
373,Billing,5,Human,43,Yes,5,2,Medium,No,0.116,2,2.815
374,Billing,2,Human,17,Yes,3,2,High,Yes,0.176,3,1.5850000000000002
375,HR,2,AI,45,Yes,4,3,Low,No,0.089,1,1.725
376,Technical,3,AI,48,Yes,4,1,Low,No,0.083,1,1.7400000000000002
377,Customer Support,3,AI,55,Yes,3,1,High,No,0.055,3,1.975
378,Customer Support,4,AI,8,Yes,2,2,Low,No,0.25,1,2.14
379,Billing,3,AI,9,Yes,4,1,Low,No,0.444,1,1.5450000000000002
380,Billing,3,AI,49,No,3,3,Low,No,0.061,1,2.1450000000000005
381,Billing,4,AI,7,Yes,1,0,Low,No,0.143,1,1.735
382,HR,4,Human,21,Yes,1,2,Low,No,0.048,1,2.205
383,HR,4,AI,45,Yes,1,1,Low,No,0.022,1,2.1250000000000004
384,Technical,2,AI,21,Yes,3,0,High,No,0.143,3,1.205
385,Customer Support,5,AI,47,Yes,5,0,Low,No,0.106,1,2.335
386,Billing,2,AI,26,Yes,5,3,Low,No,0.192,1,1.6300000000000003
387,Billing,3,Human,59,No,5,3,Medium,No,0.085,2,2.2950000000000004
388,Billing,5,AI,36,Yes,4,3,Medium,No,0.111,2,2.9800000000000004
389,Billing,1,Human,52,Yes,4,0,Medium,No,0.077,2,0.8600000000000001
390,Customer Support,2,AI,23,Yes,4,3,High,No,0.174,3,1.8150000000000002
391,Billing,5,Human,10,Yes,3,2,Medium,No,0.3,2,2.65
392,HR,3,AI,39,Yes,4,3,Low,No,0.103,1,2.095
393,Technical,1,AI,45,Yes,2,1,Low,No,0.044,1,0.9249999999999999
394,HR,5,Human,13,Yes,5,1,Medium,No,0.385,2,2.4650000000000003
395,Customer Support,3,Human,42,Yes,1,2,Low,No,0.024,1,1.9100000000000001
396,Technical,4,Human,11,No,3,3,Low,No,0.273,1,2.355
397,Technical,4,Human,51,No,5,1,High,No,0.098,3,2.3550000000000004
398,Technical,1,Human,59,Yes,4,1,High,No,0.068,3,1.195
399,Customer Support,4,Human,11,Yes,4,0,High,No,0.364,3,1.955
400,Technical,1,Human,57,Yes,4,3,High,No,0.07,3,1.5850000000000002
401,HR,4,AI,6,Yes,3,3,Medium,No,0.5,2,2.4300000000000006
402,Customer Support,4,AI,24,No,1,3,High,No,0.042,3,2.62
403,Customer Support,5,AI,56,Yes,1,3,Medium,No,0.018,2,3.08
404,HR,1,AI,57,No,3,3,High,No,0.053,3,1.5850000000000002
405,Customer Support,4,AI,51,Yes,4,2,High,No,0.078,3,2.5549999999999997
406,Technical,3,AI,20,Yes,1,0,Medium,No,0.05,2,1.5000000000000002
407,Technical,5,AI,42,Yes,3,1,Medium,No,0.071,2,2.6100000000000003
408,Billing,5,AI,55,Yes,1,0,Low,No,0.018,1,2.375
409,Customer Support,4,AI,44,Yes,4,2,Medium,No,0.091,2,2.4200000000000004
410,Customer Support,2,AI,28,Yes,4,3,High,No,0.143,3,1.84
411,HR,5,Human,33,Yes,4,2,High,No,0.121,3,2.865
412,Customer Support,5,AI,56,Yes,2,1,High,No,0.036,3,2.7800000000000002
413,Customer Support,5,AI,37,Yes,3,2,Medium,No,0.081,2,2.785
414,Technical,4,AI,21,Yes,2,1,High,No,0.095,3,2.205
415,Billing,2,AI,24,Yes,4,3,Low,No,0.167,1,1.62
416,Billing,3,AI,58,Yes,3,1,Medium,No,0.052,2,1.8900000000000001
417,HR,2,Human,32,No,3,1,Medium,No,0.094,2,1.36
418,Billing,4,Human,8,No,3,3,High,No,0.375,3,2.54
419,HR,4,AI,51,Yes,4,3,High,No,0.078,3,2.755
420,Technical,4,Human,8,Yes,5,0,Medium,No,0.625,2,1.84
421,HR,3,AI,26,Yes,2,3,Medium,No,0.077,2,2.1300000000000003
422,Customer Support,5,AI,60,Yes,1,0,High,No,0.017,3,2.5999999999999996
423,Technical,4,Human,45,Yes,1,1,Medium,No,0.022,2,2.2250000000000005
424,HR,5,AI,10,Yes,2,1,Low,No,0.2,1,2.35
425,Technical,2,Human,10,Yes,5,3,High,Yes,0.5,3,1.7500000000000002
426,HR,5,Human,60,Yes,2,3,High,No,0.033,3,3.2
427,Billing,4,Human,9,Yes,1,3,Medium,No,0.111,2,2.4450000000000003
428,Technical,4,Human,6,Yes,2,3,Low,No,0.333,1,2.3300000000000005
429,HR,5,AI,5,Yes,3,0,Medium,No,0.6,2,2.225
430,Technical,1,Human,28,Yes,1,0,Medium,No,0.036,2,0.74
431,Technical,4,Human,35,Yes,3,2,High,No,0.086,3,2.4750000000000005
432,Billing,3,Human,38,No,4,1,Medium,No,0.105,2,1.79
433,Customer Support,3,Human,33,Yes,3,0,High,No,0.091,3,1.6650000000000003
434,HR,4,AI,15,No,2,2,High,No,0.133,3,2.375
435,Billing,5,Human,33,Yes,1,2,High,No,0.03,3,2.865
436,Technical,1,AI,37,Yes,4,0,High,No,0.108,3,0.885
437,Technical,5,Human,58,Yes,4,3,Low,No,0.069,1,2.99
438,Technical,4,Human,33,Yes,4,3,Low,No,0.121,1,2.4650000000000003
439,Customer Support,2,Human,21,Yes,5,1,Medium,No,0.238,2,1.305
440,Billing,2,Human,12,Yes,5,1,Medium,Yes,0.417,2,1.26
441,Technical,5,Human,14,Yes,2,0,High,No,0.143,3,2.37
442,Technical,2,AI,6,Yes,3,2,High,Yes,0.5,3,1.53
443,Billing,4,AI,35,Yes,4,1,Medium,No,0.114,2,2.1750000000000003
444,Billing,1,Human,32,Yes,5,0,High,No,0.156,3,0.8600000000000001
445,Billing,1,AI,48,Yes,2,1,High,No,0.042,3,1.1400000000000001
446,Technical,5,AI,11,Yes,4,0,Medium,No,0.364,2,2.2550000000000003
447,Technical,1,AI,50,Yes,4,1,Medium,No,0.08,2,1.05
448,Customer Support,3,Human,56,Yes,1,1,Low,No,0.018,1,1.7800000000000002
449,Customer Support,2,Human,58,Yes,5,0,High,No,0.086,3,1.3900000000000001
450,HR,1,AI,50,Yes,2,3,High,No,0.04,3,1.55
451,Technical,2,Human,26,Yes,1,3,High,No,0.038,3,1.8300000000000003
452,Technical,4,AI,34,No,3,2,High,No,0.088,3,2.4699999999999998
453,Billing,1,Human,8,Yes,3,1,Medium,Yes,0.375,2,0.8400000000000001
454,Customer Support,1,Human,42,Yes,1,3,High,No,0.024,3,1.51
455,Customer Support,1,Human,47,Yes,2,1,Low,No,0.043,1,0.9349999999999999
456,Technical,1,Human,7,Yes,4,3,Medium,Yes,0.571,2,1.235
457,Technical,4,Human,46,Yes,1,3,High,No,0.022,3,2.7300000000000004
458,Technical,3,Human,60,Yes,1,3,Low,No,0.017,1,2.2000000000000006
459,Technical,2,AI,11,No,2,0,High,Yes,0.182,3,1.155
460,Technical,2,Human,59,Yes,4,3,Low,No,0.068,1,1.7950000000000002
461,Technical,2,Human,6,Yes,1,1,Low,Yes,0.167,1,1.1300000000000001
462,Customer Support,5,Human,29,Yes,1,1,High,No,0.034,3,2.6450000000000005
463,Customer Support,2,Human,23,Yes,4,0,Medium,No,0.174,2,1.115
464,Customer Support,3,Human,22,Yes,3,0,Medium,No,0.136,2,1.51
465,Customer Support,2,AI,52,Yes,4,2,Low,No,0.077,1,1.56
466,Billing,2,Human,9,Yes,1,3,Medium,Yes,0.111,2,1.6450000000000002
467,Billing,4,Human,5,Yes,5,3,Low,No,1.0,1,2.325
468,Customer Support,3,AI,20,Yes,2,0,High,No,0.1,3,1.6000000000000003
469,Customer Support,4,AI,48,No,3,1,High,No,0.062,3,2.34
470,HR,4,Human,53,Yes,1,0,High,No,0.019,3,2.165
471,Billing,4,Human,22,Yes,4,1,Medium,No,0.182,2,2.11
472,Technical,5,Human,31,Yes,2,0,High,No,0.065,3,2.455
473,Customer Support,5,AI,31,Yes,5,2,Low,No,0.161,1,2.655
474,Technical,3,Human,49,Yes,5,2,High,No,0.102,3,2.1450000000000005
475,HR,3,AI,20,Yes,5,3,High,No,0.25,3,2.2
476,Technical,2,Human,16,Yes,5,2,High,Yes,0.312,3,1.58
477,Customer Support,2,AI,20,Yes,1,3,High,Yes,0.05,3,1.8
478,Customer Support,1,Human,21,Yes,1,1,Medium,No,0.048,2,0.905
479,Technical,5,AI,24,Yes,5,2,Low,No,0.208,1,2.62
480,HR,5,Human,56,Yes,5,3,Low,No,0.089,1,2.98
481,Technical,3,Human,50,Yes,1,0,Medium,No,0.02,2,1.6500000000000001
482,HR,1,Human,24,Yes,5,0,High,No,0.208,3,0.8200000000000001
483,HR,2,Human,16,Yes,5,1,Low,Yes,0.312,1,1.1800000000000002
484,Technical,4,Human,53,Yes,1,2,High,No,0.019,3,2.5650000000000004
485,Billing,3,AI,25,Yes,1,1,High,No,0.04,3,1.8250000000000002
486,HR,2,Human,49,Yes,2,0,High,No,0.041,3,1.345
487,HR,5,Human,52,Yes,1,1,Medium,No,0.019,2,2.66
488,HR,5,Human,47,Yes,4,3,High,No,0.085,3,3.135
489,Customer Support,1,AI,49,Yes,1,2,High,No,0.02,3,1.345
490,Technical,4,AI,38,Yes,1,0,High,No,0.026,3,2.09
491,Billing,1,AI,40,Yes,2,1,High,No,0.05,3,1.1
492,Billing,5,AI,35,Yes,2,0,Medium,No,0.057,2,2.375
493,HR,1,Human,13,Yes,5,3,Medium,Yes,0.385,2,1.2650000000000001
494,Customer Support,5,AI,13,Yes,3,0,High,No,0.231,3,2.365
495,Technical,5,AI,43,Yes,4,0,High,No,0.093,3,2.5149999999999997
496,Customer Support,4,Human,8,Yes,4,3,Low,No,0.5,1,2.3400000000000003
497,Customer Support,1,Human,37,No,1,2,High,No,0.027,3,1.2850000000000001
498,Technical,4,Human,22,Yes,4,1,Low,No,0.182,1,2.01
499,Customer Support,3,AI,15,Yes,4,2,High,No,0.267,3,1.9750000000000003
500,Customer Support,1,Human,48,Yes,4,2,Medium,No,0.083,2,1.24
501,HR,5,Human,26,No,4,3,High,No,0.154,3,3.0300000000000002
502,Technical,5,AI,57,Yes,5,0,High,No,0.088,3,2.585
503,Billing,3,AI,46,Yes,5,1,Medium,No,0.109,2,1.83
504,Technical,1,AI,52,Yes,4,0,Medium,No,0.077,2,0.8600000000000001
505,Customer Support,5,Human,31,Yes,2,3,Medium,No,0.065,2,2.955
506,Billing,3,Human,13,Yes,4,2,Medium,No,0.308,2,1.865
507,Billing,3,Human,11,Yes,4,2,Low,No,0.364,1,1.7550000000000003
508,Billing,3,AI,41,Yes,1,1,Low,No,0.024,1,1.7050000000000003
509,Technical,3,AI,23,Yes,2,3,High,No,0.087,3,2.2150000000000003
510,Technical,3,Human,30,Yes,3,0,Medium,No,0.1,2,1.55
511,HR,5,Human,42,Yes,1,0,Medium,No,0.024,2,2.41
512,HR,4,Human,10,Yes,1,0,High,No,0.1,3,1.9500000000000002
513,Billing,5,AI,16,Yes,5,1,Medium,No,0.312,2,2.4800000000000004
514,Billing,3,Human,25,Yes,4,1,High,No,0.16,3,1.8250000000000002
515,Technical,1,Human,53,No,2,3,Medium,No,0.038,2,1.465
516,Billing,1,Human,21,Yes,3,2,Medium,No,0.143,2,1.105
517,Billing,1,Human,7,Yes,4,0,Medium,Yes,0.571,2,0.635
518,Technical,2,Human,55,Yes,3,0,Medium,No,0.055,2,1.275
519,Billing,4,AI,53,Yes,5,0,Medium,No,0.094,2,2.065
520,Technical,4,AI,32,Yes,1,3,Low,No,0.031,1,2.4600000000000004
521,Technical,1,Human,46,Yes,5,3,High,No,0.109,3,1.53
522,HR,3,Human,43,Yes,4,2,Low,No,0.093,1,1.9150000000000005
523,Billing,2,Human,44,Yes,1,2,High,No,0.023,3,1.72
524,Technical,1,Human,41,Yes,3,1,High,No,0.073,3,1.105
525,HR,4,Human,45,Yes,2,2,Low,No,0.044,1,2.325
526,Customer Support,4,Human,44,Yes,3,2,High,No,0.068,3,2.5200000000000005
527,Customer Support,1,AI,55,Yes,1,0,Medium,No,0.018,2,0.875
528,HR,3,AI,49,Yes,3,0,Low,No,0.061,1,1.5450000000000004
529,Billing,2,Human,52,No,3,2,High,No,0.058,3,1.76
530,HR,2,AI,10,Yes,3,1,Medium,Yes,0.3,2,1.25
531,Customer Support,4,AI,24,Yes,1,3,Low,No,0.042,1,2.4200000000000004
532,Customer Support,4,Human,56,Yes,5,0,Medium,No,0.089,2,2.08
533,Billing,3,AI,6,No,5,2,Low,No,0.833,1,1.7300000000000004
534,Technical,1,AI,34,Yes,5,1,High,No,0.147,3,1.07
535,Customer Support,5,Human,37,Yes,3,2,Medium,No,0.081,2,2.785
536,Technical,4,AI,37,Yes,4,3,Medium,No,0.108,2,2.5850000000000004
537,HR,2,Human,42,Yes,5,3,Low,No,0.119,1,1.7100000000000002
538,Customer Support,5,AI,31,Yes,3,0,High,No,0.097,3,2.455
539,Technical,3,AI,44,Yes,3,1,High,No,0.068,3,1.9200000000000002
540,Technical,3,Human,13,Yes,1,0,Medium,No,0.077,2,1.465
541,HR,2,Human,34,Yes,5,0,High,No,0.147,3,1.27
542,HR,2,AI,33,Yes,4,2,Medium,No,0.121,2,1.5650000000000002
543,Customer Support,1,Human,40,Yes,2,1,Low,No,0.05,1,0.9
544,Technical,1,Human,24,No,4,2,High,No,0.167,3,1.2200000000000002
545,Customer Support,1,Human,53,Yes,2,3,High,No,0.038,3,1.5650000000000002
546,Technical,1,Human,12,Yes,1,1,High,Yes,0.083,3,0.9600000000000001
547,Technical,5,AI,45,Yes,1,0,Medium,No,0.022,2,2.4250000000000003
548,Billing,1,AI,50,Yes,3,1,Low,No,0.06,1,0.9500000000000001
549,Billing,5,AI,5,Yes,3,1,Medium,No,0.6,2,2.4250000000000003
550,HR,2,AI,45,Yes,5,3,High,No,0.111,3,1.925
551,HR,5,AI,51,Yes,1,3,High,No,0.02,3,3.1550000000000002
552,Customer Support,1,Human,40,Yes,1,0,Low,No,0.025,1,0.7
553,Customer Support,4,AI,56,Yes,4,2,Low,No,0.071,1,2.3800000000000003
554,HR,3,AI,34,No,3,1,Low,No,0.088,1,1.6700000000000002
555,Technical,4,AI,21,Yes,1,0,Low,No,0.048,1,1.8050000000000002
556,Billing,4,AI,26,Yes,2,1,High,No,0.077,3,2.23
557,Billing,1,AI,35,Yes,2,0,Medium,No,0.057,2,0.7750000000000001
558,HR,4,Human,38,Yes,2,0,Low,No,0.053,1,1.8900000000000001
559,HR,2,Human,30,Yes,3,3,Medium,No,0.1,2,1.7500000000000002
560,Technical,4,AI,30,Yes,5,3,High,No,0.167,3,2.6500000000000004
561,Technical,3,Human,11,Yes,3,0,High,No,0.273,3,1.5550000000000002
562,Technical,1,Human,6,Yes,4,0,Medium,Yes,0.667,2,0.6300000000000001
563,Technical,3,Human,49,Yes,2,2,Low,No,0.041,1,1.9450000000000003
564,Customer Support,4,Human,33,Yes,4,2,Low,No,0.121,1,2.265
565,HR,4,AI,21,Yes,3,2,High,No,0.143,3,2.4050000000000002
566,HR,5,Human,18,Yes,2,2,Medium,No,0.111,2,2.69
567,Billing,1,Human,41,Yes,2,0,High,No,0.049,3,0.905
568,Billing,5,AI,5,No,3,0,Low,No,0.6,1,2.125
569,Customer Support,2,Human,24,Yes,4,2,Low,No,0.167,1,1.4200000000000002
570,Customer Support,2,AI,43,Yes,4,0,Medium,No,0.093,2,1.215
571,Billing,4,AI,33,Yes,1,2,Medium,No,0.03,2,2.365
572,Technical,3,Human,42,Yes,2,0,Medium,No,0.048,2,1.61
573,Technical,2,Human,21,Yes,3,0,Medium,No,0.143,2,1.105
574,HR,5,AI,50,Yes,3,0,Medium,No,0.06,2,2.45
575,Customer Support,5,AI,44,Yes,1,0,Medium,No,0.023,2,2.42
576,Customer Support,4,Human,34,Yes,1,3,High,No,0.029,3,2.67
577,Customer Support,2,AI,16,No,4,2,Medium,Yes,0.25,2,1.48
578,HR,2,AI,39,Yes,1,3,Low,No,0.026,1,1.6950000000000003
579,Customer Support,4,AI,11,Yes,2,1,Medium,No,0.182,2,2.055
580,Billing,4,Human,18,Yes,4,1,High,No,0.222,3,2.1900000000000004
581,Customer Support,4,AI,17,Yes,4,3,Medium,No,0.235,2,2.4850000000000003
582,Customer Support,1,Human,34,Yes,3,1,Low,No,0.088,1,0.87
583,Billing,2,Human,15,Yes,1,0,Low,Yes,0.067,1,0.975
584,Technical,1,Human,5,Yes,4,3,Medium,Yes,0.8,2,1.225
585,Technical,3,AI,30,Yes,4,3,Low,No,0.133,1,2.0500000000000003
586,HR,4,Human,41,Yes,1,2,Medium,No,0.024,2,2.4050000000000002
587,Technical,2,Human,45,Yes,3,3,Low,No,0.067,1,1.725
588,Billing,3,Human,44,Yes,4,3,Low,No,0.091,1,2.1200000000000006
589,Technical,5,AI,5,Yes,1,0,Low,No,0.2,1,2.125
590,HR,2,Human,14,No,2,0,High,Yes,0.143,3,1.17
591,Technical,4,Human,52,Yes,2,2,Medium,No,0.038,2,2.4600000000000004
592,Billing,1,AI,17,Yes,3,0,Low,Yes,0.176,1,0.585
593,Billing,5,Human,49,Yes,2,2,Low,No,0.041,1,2.745
594,HR,2,Human,17,Yes,3,0,Medium,Yes,0.176,2,1.085
595,Technical,5,Human,40,Yes,2,2,Low,No,0.05,1,2.7
596,HR,4,Human,46,Yes,3,1,Low,No,0.065,1,2.1300000000000003
597,Technical,4,Human,52,Yes,4,2,Low,No,0.077,1,2.3600000000000003
598,Technical,1,AI,33,Yes,3,1,Low,No,0.091,1,0.8650000000000001
599,Technical,2,Human,6,Yes,1,0,High,Yes,0.167,3,1.1300000000000001
600,Technical,1,AI,53,Yes,2,2,High,No,0.038,3,1.365
601,HR,3,Human,35,Yes,1,3,Medium,No,0.029,2,2.1750000000000003
602,Billing,4,AI,12,Yes,1,1,Low,No,0.083,1,1.9600000000000002
603,Customer Support,1,AI,14,Yes,2,3,Low,Yes,0.143,1,1.1700000000000002
604,Billing,5,AI,42,Yes,3,0,High,No,0.071,3,2.51
605,HR,5,AI,43,Yes,5,3,High,No,0.116,3,3.115
606,Billing,4,Human,47,No,3,0,Low,No,0.064,1,1.935
607,Technical,3,Human,19,Yes,3,2,High,No,0.158,3,1.9950000000000003
608,Technical,5,Human,56,Yes,4,0,Medium,No,0.071,2,2.48
609,HR,5,Human,8,Yes,3,1,Medium,No,0.375,2,2.4400000000000004
610,Customer Support,5,AI,39,Yes,4,1,High,No,0.103,3,2.6950000000000003
611,HR,4,Human,24,Yes,2,0,Low,No,0.083,1,1.8200000000000003
612,Billing,5,AI,44,Yes,5,3,High,No,0.114,3,3.12
613,HR,2,Human,49,Yes,1,3,Medium,No,0.02,2,1.845
614,Customer Support,5,Human,22,Yes,1,1,Medium,No,0.045,2,2.5100000000000002
615,Technical,1,AI,18,Yes,3,2,High,Yes,0.167,3,1.19
616,Technical,1,Human,49,Yes,2,0,Medium,No,0.041,2,0.845
617,HR,3,Human,58,Yes,3,2,Medium,No,0.052,2,2.0900000000000003
618,Technical,1,AI,56,Yes,5,0,Low,No,0.089,1,0.7799999999999999
619,Technical,4,AI,8,Yes,3,1,Low,No,0.375,1,1.9400000000000002
620,Customer Support,4,Human,44,Yes,5,3,High,No,0.114,3,2.7199999999999998
621,Customer Support,5,Human,26,Yes,1,3,High,No,0.038,3,3.0300000000000002
622,Billing,4,AI,48,Yes,3,2,Low,No,0.062,1,2.3400000000000003
623,Technical,5,AI,58,Yes,1,2,Medium,No,0.017,2,2.89
624,HR,1,AI,34,Yes,3,1,Low,No,0.088,1,0.87
625,Customer Support,4,AI,41,Yes,5,3,High,No,0.122,3,2.705
626,Technical,5,AI,24,Yes,4,2,Low,No,0.167,1,2.62
627,Billing,1,AI,57,Yes,1,3,High,No,0.018,3,1.5850000000000002
628,Billing,4,Human,36,Yes,1,2,Low,No,0.028,1,2.2800000000000002
629,Customer Support,3,AI,34,Yes,2,2,Medium,No,0.059,2,1.97
630,Technical,4,Human,52,Yes,4,0,Medium,No,0.077,2,2.06
631,HR,1,Human,31,Yes,3,1,Medium,No,0.097,2,0.9550000000000001
632,Customer Support,1,AI,10,Yes,1,1,Low,Yes,0.1,1,0.75
633,Billing,5,AI,20,Yes,5,2,High,No,0.25,3,2.8
634,Billing,1,Human,40,Yes,4,1,Medium,No,0.1,2,1.0
635,HR,2,Human,20,Yes,4,0,Low,Yes,0.2,1,1.0
636,Technical,2,AI,42,Yes,4,3,Low,No,0.095,1,1.7100000000000002
637,HR,1,AI,10,Yes,2,0,Medium,Yes,0.2,2,0.65
638,Customer Support,3,Human,26,Yes,3,2,Low,No,0.115,1,1.83
639,Billing,2,AI,10,No,5,0,Low,Yes,0.5,1,0.9500000000000001
640,Customer Support,1,AI,27,Yes,3,0,Medium,No,0.111,2,0.7350000000000001
641,HR,3,AI,45,Yes,3,1,High,No,0.067,3,1.9250000000000003
642,HR,3,AI,37,Yes,1,2,Low,No,0.027,1,1.8850000000000002
643,Customer Support,1,AI,14,Yes,5,3,Low,Yes,0.357,1,1.1700000000000002
644,HR,5,Human,48,Yes,2,1,Medium,No,0.042,2,2.6400000000000006
645,Customer Support,5,Human,35,Yes,1,3,Low,No,0.029,1,2.875
646,Billing,2,AI,26,Yes,3,2,Medium,No,0.115,2,1.53
647,Technical,5,Human,6,No,4,1,Medium,No,0.667,2,2.43
648,Customer Support,1,Human,24,Yes,4,0,High,No,0.167,3,0.8200000000000001
649,Customer Support,4,AI,8,Yes,3,1,Low,No,0.375,1,1.9400000000000002
650,Billing,2,Human,34,Yes,2,2,Low,No,0.059,1,1.4700000000000002
651,Customer Support,3,AI,48,No,1,0,High,No,0.021,3,1.7400000000000002
652,Technical,5,AI,41,Yes,2,1,High,No,0.049,3,2.705
653,Billing,1,AI,18,Yes,5,3,Low,Yes,0.278,1,1.1900000000000002
654,Technical,4,Human,52,Yes,1,1,Medium,No,0.019,2,2.2600000000000002
655,Technical,4,Human,52,Yes,3,0,High,No,0.058,3,2.16
656,Customer Support,5,Human,11,Yes,4,1,Medium,No,0.364,2,2.4550000000000005
657,HR,2,Human,56,No,1,0,Low,No,0.018,1,1.1800000000000002
658,Billing,2,Human,27,Yes,3,0,Medium,No,0.111,2,1.135
659,HR,2,AI,45,Yes,5,3,Medium,No,0.111,2,1.825
660,HR,5,AI,37,Yes,1,0,High,No,0.027,3,2.4850000000000003
661,HR,3,AI,21,Yes,3,2,High,No,0.143,3,2.005
662,Billing,2,Human,43,Yes,1,3,High,No,0.023,3,1.9150000000000003
663,Technical,1,Human,27,No,3,3,Low,No,0.111,1,1.2350000000000003
664,Technical,1,AI,9,Yes,2,0,Medium,Yes,0.222,2,0.645
665,Customer Support,3,Human,21,Yes,4,1,High,No,0.19,3,1.8050000000000002
666,HR,2,AI,51,No,5,0,High,No,0.098,3,1.3550000000000002
667,Billing,5,AI,9,Yes,2,1,Low,No,0.222,1,2.345
668,HR,2,Human,29,Yes,3,0,Medium,No,0.103,2,1.145
669,Billing,3,Human,7,Yes,3,0,High,No,0.429,3,1.5350000000000001
670,Technical,4,AI,58,Yes,5,3,Medium,No,0.086,2,2.6900000000000004
671,HR,1,Human,21,Yes,5,1,High,No,0.238,3,1.0050000000000001
672,Technical,3,Human,59,Yes,1,0,Medium,No,0.017,2,1.695
673,Customer Support,2,Human,28,Yes,5,0,Low,No,0.179,1,1.04
674,Billing,2,Human,39,Yes,1,0,High,No,0.026,3,1.2950000000000002
675,Billing,1,Human,39,Yes,1,0,Low,No,0.026,1,0.695
676,HR,4,AI,17,Yes,4,2,Low,No,0.235,1,2.185
677,Customer Support,3,Human,21,Yes,5,3,Medium,No,0.238,2,2.1050000000000004
678,Technical,5,Human,9,No,2,0,Medium,No,0.222,2,2.245
679,Billing,3,AI,59,Yes,5,1,Medium,No,0.085,2,1.895
680,Customer Support,5,Human,39,Yes,4,3,Medium,No,0.103,2,2.995
681,HR,5,AI,48,Yes,3,0,Medium,No,0.062,2,2.4400000000000004
682,Technical,5,Human,13,Yes,1,1,Medium,No,0.077,2,2.4650000000000003
683,Customer Support,4,Human,19,Yes,2,3,High,No,0.105,3,2.5949999999999998
684,Technical,5,Human,60,Yes,5,1,Medium,No,0.083,2,2.7
685,Customer Support,1,AI,40,Yes,1,3,Low,No,0.025,1,1.3000000000000003
686,Customer Support,2,Human,42,Yes,5,1,Low,No,0.119,1,1.31
687,Customer Support,4,AI,59,No,3,3,High,No,0.051,3,2.795
688,Billing,4,Human,47,Yes,3,3,Medium,No,0.064,2,2.6350000000000002
689,HR,3,AI,28,Yes,4,1,High,No,0.143,3,1.84
690,HR,1,AI,43,Yes,1,1,Low,No,0.023,1,0.9149999999999999
691,HR,5,Human,40,Yes,2,2,High,No,0.05,3,2.9000000000000004
692,Customer Support,4,Human,35,Yes,4,0,Low,No,0.114,1,1.8750000000000002
693,HR,4,AI,16,Yes,5,3,Low,No,0.312,1,2.3800000000000003
694,Technical,2,Human,36,Yes,4,2,High,No,0.111,3,1.68
695,Billing,4,Human,40,No,5,2,High,No,0.125,3,2.5
696,Billing,2,Human,15,No,1,3,High,Yes,0.067,3,1.7750000000000001
697,Customer Support,4,AI,27,Yes,1,0,Medium,No,0.037,2,1.935
698,Technical,5,Human,34,Yes,3,0,High,No,0.088,3,2.4699999999999998
699,Billing,3,Human,39,Yes,5,0,High,No,0.128,3,1.6950000000000003
700,HR,5,AI,19,Yes,2,0,Low,No,0.105,1,2.1950000000000003
701,HR,1,Human,26,Yes,1,0,Low,No,0.038,1,0.63
702,Technical,4,Human,44,No,1,1,Medium,No,0.023,2,2.22
703,Technical,3,AI,12,Yes,5,2,Low,No,0.417,1,1.7600000000000002
704,Customer Support,2,AI,8,Yes,5,1,Low,Yes,0.625,1,1.1400000000000001
705,Customer Support,2,Human,22,Yes,2,0,Low,No,0.091,1,1.01
706,Technical,4,AI,55,No,3,2,High,No,0.055,3,2.575
707,Customer Support,4,AI,58,Yes,5,3,Medium,No,0.086,2,2.6900000000000004
708,Billing,1,Human,27,Yes,2,1,Low,No,0.074,1,0.8350000000000001
709,Billing,2,AI,10,Yes,2,1,Medium,Yes,0.2,2,1.25
710,Customer Support,2,AI,49,Yes,1,0,Low,No,0.02,1,1.145
711,Technical,3,Human,5,Yes,5,3,Medium,No,1.0,2,2.0250000000000004
712,Billing,2,AI,18,Yes,4,2,Medium,Yes,0.222,2,1.49
713,Customer Support,3,AI,27,Yes,1,3,High,No,0.037,3,2.2350000000000003
714,HR,4,AI,33,Yes,2,0,Medium,No,0.061,2,1.965
715,Billing,3,Human,27,Yes,3,2,Medium,No,0.111,2,1.9350000000000003
716,HR,1,Human,6,Yes,3,2,Low,Yes,0.5,1,0.93
